평가년도,도서관구분,도서관코드,도서관명,행정구역,시군구,장서수(인쇄),사서수,대출자수,대출권수,자료구입비(천원)
2024,LIBTYPE000002,2060122026,New평리도서관,대구,서구,15184,1,3408,54705,40039
2024,LIBTYPE000002,2060131002,농소1동도서관,울산,북구,53773,2,3651,59229,29769
2024,LIBTYPE000002,2060111089,아름꿈 도서관,서울,종로구,31241,2,6047,6047,2900
2024,LIBTYPE000002,2060131015,강동바다도서관,울산,북구,26692,2,3999,106329,82000
2024,LIBTYPE000002,2050142003,강릉교육문화관,강원,강릉시,179518,10,58083,120336,100640
2024,LIBTYPE000002,2060111079,강서영어도서관,서울,강서구,46154,5,38865,121164,57000
2024,LIBTYPE000002,2060123002,강화군립도서관,인천,강화군,83117,5,3075,48518,56276
2024,LIBTYPE000002,2060111059,개울건강도서관,서울,양천구,32756,4,56722,56722,131093
2024,LIBTYPE000002,2060148038,경남대표도서관,경남,창원시,204453,11,5905,94453,282999
2024,LIBTYPE000002,2060147019,경산시립도서관,경북,경산시,106918,8,13699,51303,55000
2024,LIBTYPE000002,2060147004,경주시립도서관,경북,경주시,212019,9,14331,303248,258200
2024,LIBTYPE000002,2060147005,경주중앙도서관,경북,경주시,36961,1.5,1741,16519,29318
2024,LIBTYPE000002,2050142022,고성교육도서관,강원,고성군,44518,3,8729,17235,43180
2024,LIBTYPE000002,2060142021,고성군립도서관,강원,고성군,59225,1,1004,13618,20000
2024,LIBTYPE000002,2060148018,고성동부도서관,경남,고성군,40420,0,289,4721,10000
2024,LIBTYPE000002,2060132010,고운남측도서관,세종,세종시,37426,1,7594,96848,66505
2024,LIBTYPE000002,2060145023,고창군립도서관,전북,고창군,76093,6,13406,13406,19000
2024,LIBTYPE000002,20601110065,고척열린도서관,서울,구로구,35970,2,8028,172956,71081
2024,LIBTYPE000002,2060148002,고향의봄도서관,경남,창원시,162412,4,10881,118025,96495
2024,LIBTYPE000002,2060146014,고흥군립도서관,전남,고흥군,88955,0,2748,9051,33500
2024,LIBTYPE000002,2060111010,관악중앙도서관,서울,관악구,172376,12,108196,199310,154537
2024,LIBTYPE000002,2030146001,관옥나무도서관,전남,순천시,5500,1,870,1140,2200
2024,LIBTYPE000002,2060146049,광양광영도서관,전남,광양시,18229,3,1653,8495,169250
2024,LIBTYPE000002,2060146046,광양금호도서관,전남,광양시,21877,3,3464,68662,49973
2024,LIBTYPE000002,2060146044,광양용강도서관,전남,광양시,44359,2,2698,45779,41250
2024,LIBTYPE000002,2060146011,광양중마도서관,전남,광양시,81143,4,5187,98737,56255
2024,LIBTYPE000002,2060146010,광양중앙도서관,전남,광양시,197201,4,3196,50202,82494
2024,LIBTYPE000002,2060111004,광진정보도서관,서울,광진구,314654,15,26215,579306,501479
2024,LIBTYPE000002,2060144024,광천공공도서관,충남,홍성군,116344,3,803,7702,40000
2024,LIBTYPE000002,2050143011,괴산교육도서관,충북,괴산군,61368,3,1292,27230,27558
2024,LIBTYPE000002,20601110071,구로미래도서관,서울,구로구,22417,3,5853,54841,5190
2024,LIBTYPE000002,20601110004,구립상림도서관,서울,은평구,39924,3,3340,47941,23163
2024,LIBTYPE000002,2060145017,군산시립도서관,전북,군산시,163279,11,13306,223597,138674
2024,LIBTYPE000002,2060111028,글빛정보도서관,서울,관악구,67845,4,12444,85599,87259
2024,LIBTYPE000002,2050143014,금왕교육도서관,충북,음성군,71488,4,10709,20580,34380
2024,LIBTYPE000002,2060146023,금일공공도서관,전남,완도군,49748,1,3097,3944,16250
2024,LIBTYPE000002,2060145009,김제시립도서관,전북,김제시,143723,8,2572,47914,98000
2024,LIBTYPE000002,2060147009,김천시립도서관,경북,김천시,209344,6,4489,94874,177250
2024,LIBTYPE000002,2060148039,김해율하도서관,경남,김해시,68841,3.5,78211,248116,13007
2024,LIBTYPE000002,2060146009,나주시립도서관,전남,나주시,93328,1,3720,12627,33952
2024,LIBTYPE000002,2060123034,남동논현도서관,인천,남동구,55936,5,11372,173093,88185
2024,LIBTYPE000002,2060145022,남원시립도서관,전북,남원시,63929,2,2191,35232,31000
2024,LIBTYPE000002,2060121024,내리새라도서관,부산,기장군,30371,2,2784,65252,90000
2024,LIBTYPE000002,2060111026,노원중앙도서관,서울,노원구,176370,15,27458,327637,190362
2024,LIBTYPE000002,2060146024,노화공공도서관,전남,완도군,59129,1,2275,6096,16250
2024,LIBTYPE000002,2060144005,논산강경도서관,충남,논산시,75448,1,1117,26145,41810
2024,LIBTYPE000002,2060144006,논산연무도서관,충남,논산시,74838,1,1174,25380,41505
2024,LIBTYPE000002,2060144043,논산열린도서관,충남,논산시,99198,4,5552,128160,144762
2024,LIBTYPE000002,2030121002,느티나무도서관,부산,해운대구,19186,1,1530,19186,20000
2024,LIBTYPE000002,2030141006,느티나무도서관,경기,용인시,69294,7,3326,60210,45373
2024,LIBTYPE000002,20601110050,다산성곽도서관,서울,중구,18052,5,3804,24331,46997
2024,LIBTYPE000002,2050143015,단양교육도서관,충북,단양군,43521,3,543,9674,12420
2024,LIBTYPE000002,2060111075,달빛마루도서관,서울,성북구,61177,5,6939,52359,31319
2024,LIBTYPE000002,2060122023,달서영어도서관,대구,달서구,43535,3,2088,60779,56936
2024,LIBTYPE000002,2060122009,달성군립도서관,대구,달성군,99227,7,17809,214242,99252
2024,LIBTYPE000002,2060121015,동래읍성도서관,부산,동래구,64069,4,33348,106458,70000
2024,LIBTYPE000002,2030122008,동일공공도서관,대구,동구,17440,0,0,0,0
2024,LIBTYPE000002,2060123033,동춘나래도서관,인천,연수구,39439,0,12718,146326,49000
2024,LIBTYPE000002,2050142011,동해교육도서관,강원,동해시,114621,5,1800,49213,63600
2024,LIBTYPE000002,2060142033,둔내태성도서관,강원,횡성군,30972,1,549,8117,29951
2024,LIBTYPE000002,2030111011,라이브러리피치,서울,종로구,3415,0,0,0,4899
2024,LIBTYPE000002,2060148012,마산합포도서관,경남,창원시,214219,5,18286,252678,114654
2024,LIBTYPE000002,2060148010,마산회원도서관,경남,창원시,197967,6,12740,158057,108063
2024,LIBTYPE000002,20601110016,마포중앙도서관,서울,마포구,234713,10,38170,532386,220797
2024,LIBTYPE000002,2030121003,맨발동무도서관,부산,북구,33724,1,1513,7938,16759
2024,LIBTYPE000002,2030111004,명성교회도서관,서울,강동구,149973,1,2737,224646,24119
2024,LIBTYPE000002,2050142008,명주교육도서관,강원,강릉시,99483,3,21663,43499,49140
2024,LIBTYPE000002,2060111052,목마교육도서관,서울,양천구,43090,6,11333,107666,138940
2024,LIBTYPE000002,2060146001,목포시립도서관,전남,목포시,326221,9,2720,53316,50000
2024,LIBTYPE000002,2060146043,목포영어도서관,전남,목포시,25654,0,607,18427,9396
2024,LIBTYPE000002,2060146020,무안군립도서관,전남,무안군,68070,2,969,11976,260000
2024,LIBTYPE000002,2050142007,문막교육도서관,강원,원주시,82700,3,21682,22597,43000
2024,LIBTYPE000002,2060124004,문화의숲도서관,광주,서구,62476,3,4307,92327,56800
2024,LIBTYPE000002,2050143006,미원교육도서관,충북,청주시,65551,1,277,7336,20700
2024,LIBTYPE000002,2060148006,밀양시립도서관,경남,밀양시,144534,4,44195,94976,94000
2024,LIBTYPE000002,2060142047,별빛나루도서관,강원,홍천군,14313,2,3877,5660,16000
2024,LIBTYPE000002,2060144009,보령시립도서관,충남,보령시,61101,5,5465,73089,79509
2024,LIBTYPE000002,2060144010,보령주산도서관,충남,보령시,39238,0,832,1946,5000
2024,LIBTYPE000002,20601110069,보문숲길도서관,서울,성북구,14364,5,0,0,6500
2024,LIBTYPE000002,2050143007,보은교육도서관,충북,보은군,48601,4,11169,21460,24300
2024,LIBTYPE000002,2060143032,보은군립도서관,충북,보은군,21799,0.5,987,15517,35583
2024,LIBTYPE000002,2060121001,부산강서도서관,부산,강서구,126105,3,6755,105044,125062
2024,LIBTYPE000002,2050121013,부산영어도서관,부산,부산진구,64705,3,20239,94100,95868
2024,LIBTYPE000002,2060145019,부안군립도서관,전북,부안군,73429,3,1566,27380,41280
2024,LIBTYPE000002,2060111083,사당솔밭도서관,서울,동작구,72088,4,13876,124985,69290
2024,LIBTYPE000002,2060142017,사북공공도서관,강원,정선군,47010,4,701,13846,39924
2024,LIBTYPE000002,2060148044,사천시립도서관,경남,사천시,34125,4.5,5071,74139,316999
2024,LIBTYPE000002,2050142005,삼척교육문화관,강원,삼척시,173194,10,3677,101085,118080
2024,LIBTYPE000002,2060142012,삼척도계도서관,강원,삼척시,85146,2,3585,11284,23650
2024,LIBTYPE000002,2060142013,삼척원덕도서관,강원,삼척시,79609,2,1706,5004,23650
2024,LIBTYPE000002,2060144020,삽교공공도서관,충남,예산군,73351,2,1399,4622,25229
2024,LIBTYPE000002,2060147046,상주시립도서관,경북,상주시,30821,1,4256,37163,35963
2024,LIBTYPE000002,2060122024,서구영어도서관,대구,서구,18469,0.5,688,18136,32605
2024,LIBTYPE000002,2060124022,서빛마루도서관,광주,서구,22975,2,4037,40929,67394
2024,LIBTYPE000002,2060144011,서산시립도서관,충남,서산시,308260,7,77195,178149,246816
2024,LIBTYPE000002,2060123029,선학별빛도서관,인천,연수구,63095,1,25520,89865,86327
2024,LIBTYPE000002,2060111002,성동구립도서관,서울,성동구,231786,17,19144,345603,195677
2024,LIBTYPE000002,20601110037,성북길빛도서관,서울,성북구,38576,5,9489,120613,32423
2024,LIBTYPE000002,2060111009,성북정보도서관,서울,성북구,166641,15,9417,75984,160310
2024,LIBTYPE000002,2060149010,성산일출도서관,제주,서귀포시,72575,5,5964,43343,39992
2024,LIBTYPE000002,2060132012,세종시립도서관,세종,세종시,177327,10,30088,497854,221457
2024,LIBTYPE000002,2050142009,속초교육도서관,강원,속초시,79511,3,1712,29397,42000
2024,LIBTYPE000002,2050142004,속초교육문화관,강원,속초시,120248,10,38999,81188,94800
2024,LIBTYPE000002,2060142032,속초시립도서관,강원,속초시,69010,3,3962,69783,50000
2024,LIBTYPE000002,20601110014,송파위례도서관,서울,송파구,59039,6,14894,178319,56164
2024,LIBTYPE000002,2060145034,순창군립도서관,전북,순창군,58443,3,12832,12832,44340
2024,LIBTYPE000002,20601110049,신당누리도서관,서울,중구,17419,3,13660,16586,76086
2024,LIBTYPE000002,2060146025,신안군립도서관,전남,신안군,45067,1,833,2863,14114
2024,LIBTYPE000002,2060111027,신월음악도서관,서울,양천구,51416,6,10002,69408,157582
2024,LIBTYPE000002,20601110035,쌍문채움도서관,서울,도봉구,26910,4,17954,47145,58692
2024,LIBTYPE000002,2060149011,안덕산방도서관,제주,서귀포시,65073,3,1416,30775,40000
2024,LIBTYPE000002,2060121020,안락누리도서관,부산,동래구,64710,4,6162,125859,77434
2024,LIBTYPE000002,2060141020,안산중앙도서관,경기,안산시,317238,13,22518,22518,121300
2024,LIBTYPE000002,2050142020,양구교육도서관,강원,양구군,101081,3,1731,42260,60983
2024,LIBTYPE000002,2050142010,양양교육도서관,강원,양양군,71097,3,14994,47328,45000
2024,LIBTYPE000002,20601110029,양원숲속도서관,서울,중랑구,60232,6,40918,154567,45952
2024,LIBTYPE000002,2060141180,양주희망도서관,경기,양주시,67337,3,22810,62551,26033
2024,LIBTYPE000002,20601110048,양천중앙도서관,서울,양천구,94078,21,18702,122415,192211
2024,LIBTYPE000002,2060141057,양평용문도서관,경기,양평군,92765,2,3591,61700,43136
2024,LIBTYPE000002,2060143019,엄정꿈터도서관,충북,충주시,28114,0,388,4509,8100
2024,LIBTYPE000002,2060111095,여의샛강도서관,서울,영등포구,14816,2,6442,56056,23685
2024,LIBTYPE000002,2060123038,연수꿈담도서관,인천,연수구,51204,1.5,66715,115400,94133
2024,LIBTYPE000002,2060123014,연수청학도서관,인천,연수구,98455,4,13585,118584,114307
2024,LIBTYPE000002,2060131006,염포양정도서관,울산,북구,55179,3,2623,44041,32343
2024,LIBTYPE000002,2060146021,영광군립도서관,전남,영광군,95090,2,21,226,53775
2024,LIBTYPE000002,2050143009,영동교육도서관,충북,영동군,27574,3,5567,16802,25915
2024,LIBTYPE000002,2050142015,영월교육도서관,강원,영월군,109746,3,15356,34995,54570
2024,LIBTYPE000002,2060142014,영월주천도서관,강원,영월군,30156,0,180,2990,10000
2024,LIBTYPE000002,2060147015,영주시립도서관,경북,영주시,90004,2.5,9924,34724,25162
2024,LIBTYPE000002,2060147045,영주하망도서관,경북,영주시,14371,3,1373,18325,223922
2024,LIBTYPE000002,2060147016,영천시립도서관,경북,영천시,158193,4,5540,100253,139434
2024,LIBTYPE000002,2060144031,예산군립도서관,충남,예산군,70730,3,7811,24550,59721
2024,LIBTYPE000002,2060143025,오창호수도서관,충북,청주시,153624,10,79961,347053,91382
2024,LIBTYPE000002,2060146012,옥과공공도서관,전남,곡성군,48390,1,565,10148,30000
2024,LIBTYPE000002,2060141236,옥정호수도서관,경기,양주시,94574,3,17422,264493,62597
2024,LIBTYPE000002,2050143008,옥천교육도서관,충북,옥천군,42819,4,928,15556,21600
2024,LIBTYPE000002,2060143016,옥천군민도서관,충북,옥천군,86902,3,2222,51499,89313
2024,LIBTYPE000002,2060146022,완도군립도서관,전남,완도군,127936,3,6809,23007,65000
2024,LIBTYPE000002,2060141024,용인중앙도서관,경기,용인시,270266,6,27270,346681,127804
2024,LIBTYPE000002,2050131002,울산남부도서관,울산,남구,279553,15,12866,335687,185910
2024,LIBTYPE000002,2050131003,울산동부도서관,울산,동구,254455,12,9256,258508,129148
2024,LIBTYPE000002,2060131013,울주천상도서관,울산,울주군,57875,3,33509,103275,66916
2024,LIBTYPE000002,2060147030,울진남부도서관,경북,울진군,62087,5,2470,6444,20000
2024,LIBTYPE000002,2050142002,원주교육문화관,강원,원주시,275069,10,7789,192945,160665
2024,LIBTYPE000002,20601110070,원지공원도서관,서울,영등포구,5964,5,96,2173,5600
2024,LIBTYPE000002,2060141281,월피예술도서관,경기,안산시,24611,4,5501,47338,103688
2024,LIBTYPE000002,2060111007,은평구립도서관,서울,은평구,230986,18,19214,197801,126123
2024,LIBTYPE000002,2050143013,음성교육도서관,충북,음성군,44220,3,1065,16834,31500
2024,LIBTYPE000002,2060143009,음성대소도서관,충북,음성군,48693,2,1064,2475,17040
2024,LIBTYPE000002,2060147022,의성군립도서관,경북,의성군,55723,4,4218,20048,35000
2024,LIBTYPE000002,2060141206,이동꿈틀도서관,경기,용인시,34930,0.5,3931,19288,19922
2024,LIBTYPE000002,2060124014,이야기꽃도서관,광주,광산구,58716,2,5929,115218,44750
2024,LIBTYPE000002,2060141045,이천시립도서관,경기,이천시,163277,6,7670,85943,176205
2024,LIBTYPE000002,2050142021,인제교육도서관,강원,인제군,68587,3,666,18106,43530
2024,LIBTYPE000002,2060145042,임실군립도서관,전북,임실군,31019,3,6465,10237,66575
2024,LIBTYPE000002,20601110040,자양한강도서관,서울,광진구,65599,7,15832,258222,128389
2024,LIBTYPE000002,2060145012,장수군립도서관,전북,장수군,56577,3,2910,8575,30000
2024,LIBTYPE000002,2060145025,전북도청도서관,전북,전주시,91523,4,8426,24762,44851
2024,LIBTYPE000002,2050142017,정선교육도서관,강원,정선군,76316,3,808,14577,50178
2024,LIBTYPE000002,2060142046,정선군립도서관,강원,정선군,17273,5,13846,17553,285404
2024,LIBTYPE000002,2060143004,제천시립도서관,충북,제천시,236279,15,44702,170018,383245
2024,LIBTYPE000002,2060143005,제천여성도서관,충북,제천시,73032,2,7564,22029,83000
2024,LIBTYPE000002,2060121032,주례열린도서관,부산,사상구,50294,6,4342,36033,694813
2024,LIBTYPE000002,20601110034,중랑상봉도서관,서울,중랑구,66707,6,24643,127403,54928
2024,LIBTYPE000002,2050143004,중원교육도서관,충북,충주시,48626,2,292,7952,21410
2024,LIBTYPE000002,2060142031,중천철학도서관,강원,원주시,42747,2,3867,24568,19956
2024,LIBTYPE000002,2050143012,증평교육도서관,충북,증평군,39394,4,849,20705,21240
2024,LIBTYPE000002,2060143022,증평군립도서관,충북,증평군,88569,4,3479,51969,60000
2024,LIBTYPE000002,2060123036,지혜의숲도서관,인천,강화군,20849,2,1690,24785,33708
2024,LIBTYPE000002,2060147027,진보공공도서관,경북,청송군,37313,1,476,10071,24697
2024,LIBTYPE000002,2060148022,진영한빛도서관,경남,김해시,132190,5,48191,142801,89820
2024,LIBTYPE000002,2050143010,진천교육도서관,충북,진천군,45610,3,583,10575,18000
2024,LIBTYPE000002,2060143021,진천군립도서관,충북,진천군,108013,4,2203,38627,67079
2024,LIBTYPE000002,2060148001,창원중앙도서관,경남,창원시,308839,16,17089,236715,120506
2024,LIBTYPE000002,2060144028,천안도솔도서관,충남,천안시,98875,2,24598,287187,82693
2024,LIBTYPE000002,2060144029,천안두정도서관,충남,천안시,222132,5,14821,202064,158397
2024,LIBTYPE000002,2060144022,천안성거도서관,충남,천안시,84894,2,19582,57019,59311
2024,LIBTYPE000002,2060144030,천안신방도서관,충남,천안시,123255,3,13862,223138,102856
2024,LIBTYPE000002,2060144014,천안쌍용도서관,충남,천안시,188903,5,15805,253345,132766
2024,LIBTYPE000002,2060144021,천안중앙도서관,충남,천안시,88072,5.5,24598,72917,151664
2024,LIBTYPE000002,2060144044,천안직산도서관,충남,천안시,14455,4,1150,4405,178651
2024,LIBTYPE000002,2060144041,천안청수도서관,충남,천안시,98435,4,14701,267079,151766
2024,LIBTYPE000002,2060142019,철원갈말도서관,강원,철원군,65384,2,9590,32468,50000
2024,LIBTYPE000002,2050142018,철원교육도서관,강원,철원군,63084,3,12091,24875,53644
2024,LIBTYPE000002,2060142018,철원김화도서관,강원,철원군,69115,2,6410,27821,50000
2024,LIBTYPE000002,2060111094,청운문학도서관,서울,종로구,41055,3,30267,30267,70660
2024,LIBTYPE000002,2060143028,청주금빛도서관,충북,청주시,78220,3,15972,377907,88410
2024,LIBTYPE000002,2060143034,청주내수도서관,충북,청주시,29089,2,5144,46156,51317
2024,LIBTYPE000002,2060143014,청주상당도서관,충북,청주시,142792,2,41459,188327,76878
2024,LIBTYPE000002,2060143018,청주서원도서관,충북,청주시,127957,3,29824,172210,77109
2024,LIBTYPE000002,2060143001,청주시립도서관,충북,청주시,231448,8,47587,178350,160923
2024,LIBTYPE000002,2030143001,청주열린도서관,충북,청주시,33966,8,0,0,30906
2024,LIBTYPE000002,2060143013,청주오창도서관,충북,청주시,109946,2,24079,109533,51258
2024,LIBTYPE000002,2060143011,청주청원도서관,충북,청주시,153396,2,32209,154802,74976
2024,LIBTYPE000002,2060143012,청주흥덕도서관,충북,청주시,130426,2,44644,160211,80656
2024,LIBTYPE000002,2050142006,춘성교육도서관,강원,춘천시,66692,3,6838,19619,57278
2024,LIBTYPE000002,2050142001,춘천교육문화관,강원,춘천시,138794,11,37486,81160,106000
2024,LIBTYPE000002,2060142003,춘천남산도서관,강원,춘천시,37801,1,1780,12414,27299
2024,LIBTYPE000002,2060142004,춘천동내도서관,강원,춘천시,49112,1,7005,9919,21105
2024,LIBTYPE000002,2060142006,춘천서면도서관,강원,춘천시,22753,1,6040,6040,25072
2024,LIBTYPE000002,2060142001,춘천시립도서관,강원,춘천시,260093,12,21814,357805,398569
2024,LIBTYPE000002,2060143002,충주시립도서관,충북,충주시,266547,5,10487,165931,180915
2024,LIBTYPE000002,2060147029,칠곡군립도서관,경북,칠곡군,101176,6,3241,69968,99378
2024,LIBTYPE000002,2060145038,콩쥐팥쥐도서관,전북,완주군,49984,4,19412,60081,64289
2024,LIBTYPE000002,2050142012,태백교육도서관,강원,태백시,84448,3,1596,38819,53768
2024,LIBTYPE000002,2060142011,태백시립도서관,강원,태백시,110044,3,6861,23392,90000
2024,LIBTYPE000002,2060142022,토성공공도서관,강원,고성군,43288,1,754,15868,20000
2024,LIBTYPE000002,2060148026,통영시립도서관,경남,통영시,89943,4,4607,76214,68135
2024,LIBTYPE000002,2050142016,평창교육도서관,강원,평창군,61692,3,680,21785,40000
2024,LIBTYPE000002,2030111003,한국학생도서관,서울,중구,11333,2,46,110,2933
2024,LIBTYPE000002,2030122002,한들마을도서관,대구,동구,25017,0.5,5409,5409,9600
2024,LIBTYPE000002,2060123032,함박비류도서관,인천,연수구,36943,2,15010,45772,57994
2024,LIBTYPE000002,2060146030,함평군립도서관,전남,함평군,34991,2,1698,2625,7500
2024,LIBTYPE000002,20601110060,항동푸른도서관,서울,구로구,16594,2,6287,53012,34413
2024,LIBTYPE000002,2060146027,해남군립도서관,전남,해남군,96270,2,2150,40087,51934
2024,LIBTYPE000002,2060144035,홍산공공도서관,충남,부여군,31825,2,2123,5681,15000
2024,LIBTYPE000002,2060111073,홍은도담도서관,서울,서대문구,49856,4,5857,55914,59093
2024,LIBTYPE000002,2050142013,홍천교육도서관,강원,홍천군,83469,3,14059,27847,37500
2024,LIBTYPE000002,2060142040,홍천내면도서관,강원,홍천군,12666,1,205,4554,19967
2024,LIBTYPE000002,2060142028,홍천연봉도서관,강원,홍천군,72187,2,2045,34897,40000
2024,LIBTYPE000002,2060146037,화순열린도서관,전남,화순군,71759,2,1733,26746,39000
2024,LIBTYPE000002,2060148020,화정글샘도서관,경남,김해시,113387,5,15903,223727,86860
2024,LIBTYPE000002,2050142019,화천교육도서관,강원,화천군,52010,3,18658,18658,45000
2024,LIBTYPE000002,2050142014,횡성교육도서관,강원,횡성군,91304,3,7560,15851,41760
2024,LIBTYPE000002,2060142030,횡성군립도서관,강원,횡성군,81891,2,2347,41819,90000
2024,LIBTYPE000002,20601110056,휘경행복도서관,서울,동대문구,20479,5,3328,54769,49260
2024,LIBTYPE000002,20601110003,구의제3동도서관,서울,광진구,26380,5,35582,69031,27453
2024,LIBTYPE000002,2060122016,서구 비산도서관,대구,서구,28806,1,1567,28840,37547
2024,LIBTYPE000002,2060111039,자양제4동도서관,서울,광진구,25609,4,7096,55602,25619
2024,LIBTYPE000002,2060124009,계림꿈나무도서관,광주,동구,26678,0,2384,39921,14000
2024,LIBTYPE000002,2060121023,고촌어울림도서관,부산,기장군,30402,2,1284,27101,116000
2024,LIBTYPE000002,2060144002,공주기적의도서관,충남,공주시,131522,5,4394,97170,117252
2024,LIBTYPE000002,2060141131,과천시문원도서관,경기,과천시,74031,4,20857,73872,60300
2024,LIBTYPE000002,2060141213,광명시충현도서관,경기,광명시,63082,2,9179,98261,42727
2024,LIBTYPE000002,2060141035,광명시하안도서관,경기,광명시,255734,7,19770,273377,151227
2024,LIBTYPE000002,2060141075,교문방정환도서관,경기,구리시,159484,4,33089,71225,76220
2024,LIBTYPE000002,2060146013,구례군매천도서관,전남,구례군,42438,2,939,13788,34000
2024,LIBTYPE000002,20601110031,구로기적의도서관,서울,구로구,35609,5,5041,108695,45647
2024,LIBTYPE000002,2060111012,구로꿈나무도서관,서울,구로구,10721,0,903,14821,19076
2024,LIBTYPE000002,2060141074,구리시인창도서관,경기,구리시,253537,8,11000,172687,134642
2024,LIBTYPE000002,20601110036,구립은뜨락도서관,서울,은평구,41856,6,11559,121840,50617
2024,LIBTYPE000002,20601110001,구산동도서관마을,서울,은평구,78871,8,15263,183674,59126
2024,LIBTYPE000002,20601110051,김근태기념도서관,서울,도봉구,18472,6,3118,9628,36300
2024,LIBTYPE000002,2060141216,김포시고촌도서관,경기,김포시,105009,2,10147,281689,71477
2024,LIBTYPE000002,2060141256,김포시마산도서관,경기,김포시,73529,3,15130,332063,75813
2024,LIBTYPE000002,2060141132,김포시양곡도서관,경기,김포시,111631,2,8343,135444,68616
2024,LIBTYPE000002,2060141223,김포시장기도서관,경기,김포시,173071,17,24161,554673,108596
2024,LIBTYPE000002,2060141047,김포시중봉도서관,경기,김포시,332369,0,0,0,0
2024,LIBTYPE000002,2060141104,김포시통진도서관,경기,김포시,173362,4,8809,150968,55801
2024,LIBTYPE000002,2060141232,김포시풍무도서관,경기,김포시,126524,5,19399,424704,72763
2024,LIBTYPE000002,2060145045,남원어울림도서관,전북,남원시,18514,2,7552,7552,280375
2024,LIBTYPE000002,2060121018,대라다목적도서관,부산,기장군,47541,2,2093,37799,30000
2024,LIBTYPE000002,2060122018,대명어울림도서관,대구,남구,15860,1,1284,17627,27437
2024,LIBTYPE000002,2060141080,동두천시립도서관,경기,동두천시,198661,2,12035,45262,68370
2024,LIBTYPE000002,2060146048,목포어울림도서관,전남,목포시,37724,3,25951,86144,65267
2024,LIBTYPE000002,20601110032,배봉산숲속도서관,서울,동대문구,18089,3,6281,54619,46035
2024,LIBTYPE000002,2060146016,보성농어촌도서관,전남,보성군,58584,1,1634,4863,15000
2024,LIBTYPE000002,2060146041,빛가람시립도서관,전남,나주시,93850,6,49260,182449,119800
2024,LIBTYPE000002,20601110021,서초그림책도서관,서울,서초구,17145,3,4159,49085,14918
2024,LIBTYPE000002,20601110044,서초청소년도서관,서울,서초구,36575,5,15685,174821,80000
2024,LIBTYPE000002,2020141001,성남시구미도서관,경기,성남시,212664,5,34154,454763,164438
2024,LIBTYPE000002,2060141237,성남시복정도서관,경기,성남시,60194,5,14909,118902,75135
2024,LIBTYPE000002,2060141007,성남시분당도서관,경기,성남시,325544,3.5,37577,480167,167452
2024,LIBTYPE000002,2060141008,성남시수정도서관,경기,성남시,291923,14,23433,211885,181450
2024,LIBTYPE000002,2060141173,성남시운중도서관,경기,성남시,64182,2.5,16562,161179,63131
2024,LIBTYPE000002,2060141006,성남시중앙도서관,경기,성남시,304356,9.5,36942,419640,368404
